city_key,market_ticker,event_date,decision_ts,decision_price,resolved_yes,model_prob_yes,model_prob_no,fair_yes,fair_no,yes_bid,yes_ask,no_bid,no_ask,chosen_side,entry_price,entry_price_source,pricing_mode,quote_source,uses_true_quotes,quote_spread,exec_edge_yes,exec_edge_no,edge_at_entry,gross_edge_at_entry,contracts,fees,gross_pnl,net_pnl,lookback_sample_size,model_name,fold_number,market_subtitle,strike_type,floor_strike,cap_strike,contract_type,entry_price_bucket,won
chicago,KXHIGHCHI-25DEC16-T35,2025-12-16,2025-12-16 19:00:00+00:00,1.0,False,0.354839,0.645161,0.354839,0.645161,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.334839,,0.334839,0.344839,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,34° or below,less,,35.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC16-T42,2025-12-16,2025-12-16 19:00:00+00:00,0.5,False,0.483871,0.516129,0.483871,0.516129,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.463871,,0.463871,0.473871,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,43° or above,greater,42.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC16-T35,2025-12-16,2025-12-16 18:00:00+00:00,1.0,False,0.806452,0.193548,0.806452,0.193548,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.786452,,0.786452,0.796452,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,36° or above,greater,35.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC17-T34,2025-12-17,2025-12-17 19:00:00+00:00,0.5,False,0.354839,0.645161,0.354839,0.645161,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.334839,,0.334839,0.344839,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,33° or below,less,,34.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC17-T43,2025-12-17,2025-12-17 18:00:00+00:00,4.0,False,0.419355,0.580645,0.419355,0.580645,3.0,4.0,96.0,97.0,yes,4.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.369355,,0.369355,0.379355,1,0.01,-0.04,-0.05,31,baseline_climatology_v1,1,42° or below,less,,43.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC17-T50,2025-12-17,2025-12-17 18:00:00+00:00,1.0,False,0.387097,0.612903,0.387097,0.612903,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.367097,,0.367097,0.377097,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,51° or above,greater,50.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC18-T48,2025-12-18,2025-12-18 19:00:00+00:00,0.5,False,0.870968,0.129032,0.870968,0.129032,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.850968,,0.850968,0.860968,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,47° or below,less,,48.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC18-T50,2025-12-18,2025-12-18 18:00:00+00:00,24.0,True,0.709677,0.290323,0.709677,0.290323,23.0,24.0,76.0,77.0,yes,24.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.449677,,0.449677,0.469677,1,0.02,0.76,0.74,31,baseline_climatology_v1,1,49° or below,less,,50.0,or_below,0-25,True
nyc,KXHIGHNY-25DEC18-T57,2025-12-18,2025-12-18 18:00:00+00:00,0.5,False,0.225806,0.774194,0.225806,0.774194,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.205806,,0.205806,0.215806,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,58° or above,greater,57.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC19-T31,2025-12-19,2025-12-19 19:00:00+00:00,1.0,False,0.806452,0.193548,0.806452,0.193548,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.776452,,0.776452,0.786452,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,32° or above,greater,31.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC19-T54,2025-12-19,2025-12-19 18:00:00+00:00,1.0,False,0.870968,0.129032,0.870968,0.129032,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.850968,,0.850968,0.860968,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,53° or below,less,,54.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC20-T39,2025-12-20,2025-12-20 19:00:00+00:00,0.5,False,0.451613,0.548387,0.451613,0.548387,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.431613,,0.431613,0.441613,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,38° or below,less,,39.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC20-T46,2025-12-20,2025-12-20 19:00:00+00:00,0.5,False,0.258065,0.741935,0.258065,0.741935,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.238065,,0.238065,0.248065,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,47° or above,greater,46.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC20-T36,2025-12-20,2025-12-20 18:00:00+00:00,1.0,False,0.225806,0.774194,0.225806,0.774194,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.205806,,0.205806,0.215806,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,35° or below,less,,36.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC20-T43,2025-12-20,2025-12-20 18:00:00+00:00,1.0,False,0.354839,0.645161,0.354839,0.645161,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.334839,,0.334839,0.344839,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,44° or above,greater,43.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC21-T34,2025-12-21,2025-12-21 19:00:00+00:00,5.0,False,0.774194,0.225806,0.774194,0.225806,5.0,6.0,94.0,95.0,yes,6.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.704194,,0.704194,0.714194,1,0.01,-0.06,-0.07,31,baseline_climatology_v1,1,35° or above,greater,34.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC21-B42.5,2025-12-21,2025-12-21 18:00:00+00:00,1.0,False,0.096774,0.903226,0.096774,0.903226,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.076774,,0.076774,0.086774,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,42° to 43°,between,42.0,43.0,between,0-25,False
nyc,KXHIGHNY-25DEC21-T40,2025-12-21,2025-12-21 18:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.431613,,0.431613,0.441613,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC21-T47,2025-12-21,2025-12-21 18:00:00+00:00,1.0,False,0.225806,0.774194,0.225806,0.774194,2.0,4.0,96.0,98.0,yes,4.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.175806,,0.175806,0.185806,1,0.01,-0.04,-0.05,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC22-T40,2025-12-22,2025-12-22 19:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.431613,,0.431613,0.441613,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC22-T47,2025-12-22,2025-12-22 19:00:00+00:00,1.0,False,0.258065,0.741935,0.258065,0.741935,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.238065,,0.238065,0.248065,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC22-T36,2025-12-22,2025-12-22 18:00:00+00:00,1.0,False,0.16129,0.83871,0.16129,0.83871,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.14129,,0.14129,0.15129,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,35° or below,less,,36.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC22-T43,2025-12-22,2025-12-22 18:00:00+00:00,1.0,False,0.612903,0.387097,0.612903,0.387097,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.582903,,0.582903,0.592903,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,44° or above,greater,43.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC23-T45,2025-12-23,2025-12-23 19:00:00+00:00,1.0,False,0.677419,0.322581,0.677419,0.322581,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.657419,,0.657419,0.667419,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,44° or below,less,,45.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC23-T38,2025-12-23,2025-12-23 18:00:00+00:00,1.0,False,0.16129,0.83871,0.16129,0.83871,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.14129,,0.14129,0.15129,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,37° or below,less,,38.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC23-T45,2025-12-23,2025-12-23 18:00:00+00:00,0.5,False,0.580645,0.419355,0.580645,0.419355,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.560645,,0.560645,0.570645,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,46° or above,greater,45.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC24-T40,2025-12-24,2025-12-24 19:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.431613,,0.431613,0.441613,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC24-T40,2025-12-24,2025-12-24 18:00:00+00:00,0.5,False,0.322581,0.677419,0.322581,0.677419,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.302581,,0.302581,0.312581,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC25-T40,2025-12-25,2025-12-25 19:00:00+00:00,1.0,False,0.419355,0.580645,0.419355,0.580645,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.399355,,0.399355,0.409355,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC25-T41,2025-12-25,2025-12-25 18:00:00+00:00,1.0,False,0.387097,0.612903,0.387097,0.612903,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.367097,,0.367097,0.377097,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,40° or below,less,,41.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC26-T49,2025-12-26,2025-12-26 19:00:00+00:00,1.0,True,0.741935,0.258065,0.741935,0.258065,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.721935,,0.721935,0.731935,1,0.01,0.99,0.98,31,baseline_climatology_v1,1,48° or below,less,,49.0,or_below,0-25,True
chicago,KXHIGHCHI-25DEC26-T56,2025-12-26,2025-12-26 19:00:00+00:00,1.0,False,0.129032,0.870968,0.129032,0.870968,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.109032,,0.109032,0.119032,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,57° or above,greater,56.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC26-T34,2025-12-26,2025-12-26 18:00:00+00:00,1.0,False,0.83871,0.16129,0.83871,0.16129,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.80871,,0.80871,0.81871,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,35° or above,greater,34.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC27-T45,2025-12-27,2025-12-27 19:00:00+00:00,6.0,True,0.580645,0.419355,0.580645,0.419355,5.0,6.0,94.0,95.0,yes,6.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.510645,,0.510645,0.520645,1,0.01,0.94,0.93,31,baseline_climatology_v1,1,44° or below,less,,45.0,or_below,0-25,True
chicago,KXHIGHCHI-25DEC27-T52,2025-12-27,2025-12-27 19:00:00+00:00,1.0,False,0.193548,0.806452,0.193548,0.806452,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.173548,,0.173548,0.183548,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,53° or above,greater,52.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC27-T29,2025-12-27,2025-12-27 18:00:00+00:00,1.0,False,0.129032,0.870968,0.129032,0.870968,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.109032,,0.109032,0.119032,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,28° or below,less,,29.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC27-T36,2025-12-27,2025-12-27 18:00:00+00:00,0.5,False,0.741935,0.258065,0.741935,0.258065,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.721935,,0.721935,0.731935,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,37° or above,greater,36.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC28-T44,2025-12-28,2025-12-28 18:00:00+00:00,1.0,False,0.709677,0.290323,0.709677,0.290323,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.689677,,0.689677,0.699677,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,45° or above,greater,44.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC29-T24,2025-12-29,2025-12-29 19:00:00+00:00,1.0,False,0.096774,0.903226,0.096774,0.903226,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.076774,,0.076774,0.086774,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,23° or below,less,,24.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC29-T31,2025-12-29,2025-12-29 19:00:00+00:00,1.0,False,0.903226,0.096774,0.903226,0.096774,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.883226,,0.883226,0.893226,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,32° or above,greater,31.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC29-B46.5,2025-12-29,2025-12-29 18:00:00+00:00,1.0,False,0.193548,0.806452,0.193548,0.806452,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.173548,,0.173548,0.183548,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,46° to 47°,between,46.0,47.0,between,0-25,False
nyc,KXHIGHNY-25DEC29-T46,2025-12-29,2025-12-29 18:00:00+00:00,1.0,False,0.387097,0.612903,0.387097,0.612903,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.367097,,0.367097,0.377097,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,45° or below,less,,46.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC29-T53,2025-12-29,2025-12-29 18:00:00+00:00,1.0,False,0.258065,0.741935,0.258065,0.741935,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.238065,,0.238065,0.248065,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,54° or above,greater,53.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC30-T30,2025-12-30,2025-12-30 18:00:00+00:00,1.0,False,0.096774,0.903226,0.096774,0.903226,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.076774,,0.076774,0.086774,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,29° or below,less,,30.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC31-T30,2025-12-31,2025-12-31 19:00:00+00:00,0.5,False,0.15625,0.84375,0.15625,0.84375,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.13625,,0.13625,0.14625,1,0.01,-0.01,-0.02,32,baseline_climatology_v1,2,29° or below,less,,30.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC31-T37,2025-12-31,2025-12-31 19:00:00+00:00,3.0,False,0.53125,0.46875,0.53125,0.46875,2.0,3.0,97.0,98.0,yes,3.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.49125,,0.49125,0.50125,1,0.01,-0.03,-0.04,32,baseline_climatology_v1,2,38° or above,greater,37.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC31-T31,2025-12-31,2025-12-31 18:00:00+00:00,0.5,False,0.09375,0.90625,0.09375,0.90625,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.07375,,0.07375,0.08375,1,0.01,-0.01,-0.02,32,baseline_climatology_v1,2,30° or below,less,,31.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC31-T38,2025-12-31,2025-12-31 18:00:00+00:00,0.5,False,0.875,0.125,0.875,0.125,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.855,,0.855,0.865,1,0.01,-0.01,-0.02,32,baseline_climatology_v1,2,39° or above,greater,38.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN01-T27,2026-01-01,2026-01-01 19:00:00+00:00,10.0,False,0.909091,0.090909,0.909091,0.090909,4.0,5.0,95.0,96.0,yes,5.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.849091,,0.849091,0.859091,1,0.01,-0.05,-0.06,33,baseline_climatology_v1,2,28° or above,greater,27.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN01-T30,2026-01-01,2026-01-01 18:00:00+00:00,1.0,False,0.090909,0.909091,0.090909,0.909091,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.070909,,0.070909,0.080909,1,0.01,-0.01,-0.02,33,baseline_climatology_v1,2,29° or below,less,,30.0,or_below,0-25,False
nyc,KXHIGHNY-26JAN01-T37,2026-01-01,2026-01-01 18:00:00+00:00,1.0,False,0.878788,0.121212,0.878788,0.121212,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.858788,,0.858788,0.868788,1,0.01,-0.01,-0.02,33,baseline_climatology_v1,2,38° or above,greater,37.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN02-T31,2026-01-02,2026-01-02 19:00:00+00:00,1.0,False,0.823529,0.176471,0.823529,0.176471,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.803529,,0.803529,0.813529,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,32° or above,greater,31.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN02-T35,2026-01-02,2026-01-02 18:00:00+00:00,1.0,False,0.911765,0.088235,0.911765,0.088235,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.891765,,0.891765,0.901765,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,36° or above,greater,35.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN03-B31.5,2026-01-03,2026-01-03 19:00:00+00:00,2.0,False,0.147059,0.852941,0.147059,0.852941,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.117059,,0.117059,0.127059,1,0.01,-0.02,-0.03,34,baseline_climatology_v1,2,31° to 32°,between,31.0,32.0,between,0-25,False
chicago,KXHIGHCHI-26JAN03-B33.5,2026-01-03,2026-01-03 19:00:00+00:00,1.0,False,0.088235,0.911765,0.088235,0.911765,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.068235,,0.068235,0.078235,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,33° to 34°,between,33.0,34.0,between,0-25,False
chicago,KXHIGHCHI-26JAN03-T27,2026-01-03,2026-01-03 19:00:00+00:00,2.0,False,0.205882,0.794118,0.205882,0.794118,3.0,4.0,96.0,97.0,yes,4.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.155882,,0.155882,0.165882,1,0.01,-0.04,-0.05,34,baseline_climatology_v1,2,26° or below,less,,27.0,or_below,0-25,False
