city_key,market_ticker,event_date,decision_ts,decision_price,resolved_yes,model_prob_yes,model_prob_no,fair_yes,fair_no,yes_bid,yes_ask,no_bid,no_ask,chosen_side,entry_price,entry_price_source,pricing_mode,quote_source,uses_true_quotes,quote_spread,exec_edge_yes,exec_edge_no,edge_at_entry,gross_edge_at_entry,contracts,fees,gross_pnl,net_pnl,lookback_sample_size,model_name,fold_number,market_subtitle,strike_type,floor_strike,cap_strike,contract_type,entry_price_bucket,won
nyc,KXHIGHNY-25DEC19-T54,2025-12-19,2025-12-19 13:00:00+00:00,1.0,False,0.870968,0.129032,0.870968,0.129032,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.850968,,0.850968,0.860968,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,53° or below,less,,54.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC20-T39,2025-12-20,2025-12-20 14:00:00+00:00,6.0,False,0.451613,0.548387,0.451613,0.548387,5.0,6.0,94.0,95.0,yes,6.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.381613,,0.381613,0.391613,1,0.01,-0.06,-0.07,31,baseline_climatology_v1,1,38° or below,less,,39.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC20-T46,2025-12-20,2025-12-20 14:00:00+00:00,3.0,False,0.258065,0.741935,0.258065,0.741935,3.0,4.0,96.0,97.0,yes,4.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.208065,,0.208065,0.218065,1,0.01,-0.04,-0.05,31,baseline_climatology_v1,1,47° or above,greater,46.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC20-T36,2025-12-20,2025-12-20 13:00:00+00:00,1.0,False,0.225806,0.774194,0.225806,0.774194,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.195806,,0.195806,0.205806,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,35° or below,less,,36.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC20-T43,2025-12-20,2025-12-20 13:00:00+00:00,5.0,False,0.354839,0.645161,0.354839,0.645161,3.0,4.0,96.0,97.0,yes,4.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.304839,,0.304839,0.314839,1,0.01,-0.04,-0.05,31,baseline_climatology_v1,1,44° or above,greater,43.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC21-T34,2025-12-21,2025-12-21 14:00:00+00:00,15.0,False,0.774194,0.225806,0.774194,0.225806,14.0,15.0,85.0,86.0,yes,15.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.614194,,0.614194,0.624194,1,0.01,-0.15,-0.16,31,baseline_climatology_v1,1,35° or above,greater,34.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC21-T40,2025-12-21,2025-12-21 13:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.421613,,0.421613,0.431613,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC21-T47,2025-12-21,2025-12-21 13:00:00+00:00,4.0,False,0.225806,0.774194,0.225806,0.774194,4.0,5.0,95.0,96.0,yes,5.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.165806,,0.165806,0.175806,1,0.01,-0.05,-0.06,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC22-T40,2025-12-22,2025-12-22 14:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.421613,,0.421613,0.431613,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC22-T47,2025-12-22,2025-12-22 14:00:00+00:00,4.0,False,0.258065,0.741935,0.258065,0.741935,4.0,5.0,95.0,96.0,yes,5.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.198065,,0.198065,0.208065,1,0.01,-0.05,-0.06,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC22-T36,2025-12-22,2025-12-22 13:00:00+00:00,2.0,False,0.16129,0.83871,0.16129,0.83871,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.13129,,0.13129,0.14129,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,35° or below,less,,36.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC22-T43,2025-12-22,2025-12-22 13:00:00+00:00,2.0,False,0.612903,0.387097,0.612903,0.387097,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.592903,,0.592903,0.602903,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,44° or above,greater,43.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC23-T45,2025-12-23,2025-12-23 14:00:00+00:00,1.0,False,0.677419,0.322581,0.677419,0.322581,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.657419,,0.657419,0.667419,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,44° or below,less,,45.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC23-T38,2025-12-23,2025-12-23 13:00:00+00:00,1.0,False,0.16129,0.83871,0.16129,0.83871,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.14129,,0.14129,0.15129,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,37° or below,less,,38.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC23-T45,2025-12-23,2025-12-23 13:00:00+00:00,1.0,False,0.580645,0.419355,0.580645,0.419355,2.0,3.0,97.0,98.0,yes,3.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.540645,,0.540645,0.550645,1,0.01,-0.03,-0.04,31,baseline_climatology_v1,1,46° or above,greater,45.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC24-T40,2025-12-24,2025-12-24 14:00:00+00:00,1.0,False,0.451613,0.548387,0.451613,0.548387,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.431613,,0.431613,0.441613,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC24-T40,2025-12-24,2025-12-24 13:00:00+00:00,1.0,False,0.322581,0.677419,0.322581,0.677419,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.302581,,0.302581,0.312581,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC24-T47,2025-12-24,2025-12-24 13:00:00+00:00,11.0,False,0.387097,0.612903,0.387097,0.612903,6.0,7.0,93.0,94.0,yes,7.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.307097,,0.307097,0.317097,1,0.01,-0.07,-0.08,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC25-T40,2025-12-25,2025-12-25 14:00:00+00:00,1.0,False,0.419355,0.580645,0.419355,0.580645,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.399355,,0.399355,0.409355,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,39° or below,less,,40.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC25-T47,2025-12-25,2025-12-25 14:00:00+00:00,3.0,False,0.354839,0.645161,0.354839,0.645161,2.0,3.0,97.0,98.0,yes,3.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.314839,,0.314839,0.324839,1,0.01,-0.03,-0.04,31,baseline_climatology_v1,1,48° or above,greater,47.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC25-T41,2025-12-25,2025-12-25 13:00:00+00:00,0.5,False,0.387097,0.612903,0.387097,0.612903,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.367097,,0.367097,0.377097,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,40° or below,less,,41.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC26-T49,2025-12-26,2025-12-26 14:00:00+00:00,15.0,True,0.741935,0.258065,0.741935,0.258065,17.0,18.0,82.0,83.0,yes,18.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.541935,,0.541935,0.561935,1,0.02,0.82,0.8,31,baseline_climatology_v1,1,48° or below,less,,49.0,or_below,0-25,True
chicago,KXHIGHCHI-25DEC26-T56,2025-12-26,2025-12-26 14:00:00+00:00,2.0,False,0.129032,0.870968,0.129032,0.870968,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.099032,,0.099032,0.109032,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,57° or above,greater,56.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC26-T34,2025-12-26,2025-12-26 13:00:00+00:00,6.0,False,0.83871,0.16129,0.83871,0.16129,6.0,8.0,92.0,94.0,yes,8.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.74871,,0.74871,0.75871,1,0.01,-0.08,-0.09,31,baseline_climatology_v1,1,35° or above,greater,34.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC27-T45,2025-12-27,2025-12-27 14:00:00+00:00,9.0,True,0.580645,0.419355,0.580645,0.419355,8.0,9.0,91.0,92.0,yes,9.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.480645,,0.480645,0.490645,1,0.01,0.91,0.9,31,baseline_climatology_v1,1,44° or below,less,,45.0,or_below,0-25,True
chicago,KXHIGHCHI-25DEC27-T52,2025-12-27,2025-12-27 14:00:00+00:00,2.0,False,0.193548,0.806452,0.193548,0.806452,2.0,3.0,97.0,98.0,yes,3.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.153548,,0.153548,0.163548,1,0.01,-0.03,-0.04,31,baseline_climatology_v1,1,53° or above,greater,52.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC27-T29,2025-12-27,2025-12-27 13:00:00+00:00,0.5,False,0.129032,0.870968,0.129032,0.870968,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.109032,,0.109032,0.119032,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,28° or below,less,,29.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC27-T36,2025-12-27,2025-12-27 13:00:00+00:00,2.0,False,0.741935,0.258065,0.741935,0.258065,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.711935,,0.711935,0.721935,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,37° or above,greater,36.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC28-T57,2025-12-28,2025-12-28 14:00:00+00:00,41.0,False,0.935484,0.064516,0.935484,0.064516,45.0,47.0,53.0,55.0,yes,47.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.445484,,0.445484,0.465484,1,0.02,-0.47,-0.49,31,baseline_climatology_v1,1,56° or below,less,,57.0,or_below,25-50,False
nyc,KXHIGHNY-25DEC28-T37,2025-12-28,2025-12-28 13:00:00+00:00,10.0,False,0.16129,0.83871,0.16129,0.83871,8.0,10.0,90.0,92.0,yes,10.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.05129,,0.05129,0.06129,1,0.01,-0.1,-0.11,31,baseline_climatology_v1,1,36° or below,less,,37.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC28-T44,2025-12-28,2025-12-28 13:00:00+00:00,1.5,False,0.709677,0.290323,0.709677,0.290323,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.679677,,0.679677,0.689677,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,45° or above,greater,44.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC29-T31,2025-12-29,2025-12-29 14:00:00+00:00,1.0,False,0.903226,0.096774,0.903226,0.096774,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.883226,,0.883226,0.893226,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,32° or above,greater,31.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC29-B46.5,2025-12-29,2025-12-29 13:00:00+00:00,12.0,False,0.193548,0.806452,0.193548,0.806452,9.0,12.0,88.0,91.0,yes,12.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,3.0,0.063548,,0.063548,0.073548,1,0.01,-0.12,-0.13,31,baseline_climatology_v1,1,46° to 47°,between,46.0,47.0,between,0-25,False
nyc,KXHIGHNY-25DEC29-T46,2025-12-29,2025-12-29 13:00:00+00:00,3.0,False,0.387097,0.612903,0.387097,0.612903,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.367097,,0.367097,0.377097,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,45° or below,less,,46.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC29-T53,2025-12-29,2025-12-29 13:00:00+00:00,1.0,False,0.258065,0.741935,0.258065,0.741935,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.238065,,0.238065,0.248065,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,54° or above,greater,53.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC30-T33,2025-12-30,2025-12-30 14:00:00+00:00,1.0,False,0.709677,0.290323,0.709677,0.290323,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.689677,,0.689677,0.699677,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,34° or above,greater,33.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC30-T30,2025-12-30,2025-12-30 13:00:00+00:00,1.0,False,0.096774,0.903226,0.096774,0.903226,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.076774,,0.076774,0.086774,1,0.01,-0.01,-0.02,31,baseline_climatology_v1,1,29° or below,less,,30.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC30-T37,2025-12-30,2025-12-30 13:00:00+00:00,2.0,False,0.903226,0.096774,0.903226,0.096774,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.873226,,0.873226,0.883226,1,0.01,-0.02,-0.03,31,baseline_climatology_v1,1,38° or above,greater,37.0,,or_above,0-25,False
chicago,KXHIGHCHI-25DEC31-T30,2025-12-31,2025-12-31 14:00:00+00:00,1.0,False,0.15625,0.84375,0.15625,0.84375,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.13625,,0.13625,0.14625,1,0.01,-0.01,-0.02,32,baseline_climatology_v1,2,29° or below,less,,30.0,or_below,0-25,False
chicago,KXHIGHCHI-25DEC31-T37,2025-12-31,2025-12-31 14:00:00+00:00,17.0,False,0.53125,0.46875,0.53125,0.46875,17.0,18.0,82.0,83.0,yes,18.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.33125,,0.33125,0.35125,1,0.02,-0.18,-0.2,32,baseline_climatology_v1,2,38° or above,greater,37.0,,or_above,0-25,False
nyc,KXHIGHNY-25DEC31-T31,2025-12-31,2025-12-31 13:00:00+00:00,1.0,False,0.09375,0.90625,0.09375,0.90625,1.0,3.0,97.0,99.0,yes,3.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.05375,,0.05375,0.06375,1,0.01,-0.03,-0.04,32,baseline_climatology_v1,2,30° or below,less,,31.0,or_below,0-25,False
nyc,KXHIGHNY-25DEC31-T38,2025-12-31,2025-12-31 13:00:00+00:00,0.5,False,0.875,0.125,0.875,0.125,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.855,,0.855,0.865,1,0.01,-0.01,-0.02,32,baseline_climatology_v1,2,39° or above,greater,38.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN01-T27,2026-01-01,2026-01-01 14:00:00+00:00,0.5,False,0.909091,0.090909,0.909091,0.090909,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.889091,,0.889091,0.899091,1,0.01,-0.01,-0.02,33,baseline_climatology_v1,2,28° or above,greater,27.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN01-T30,2026-01-01,2026-01-01 13:00:00+00:00,1.0,False,0.090909,0.909091,0.090909,0.909091,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.070909,,0.070909,0.080909,1,0.01,-0.01,-0.02,33,baseline_climatology_v1,2,29° or below,less,,30.0,or_below,0-25,False
nyc,KXHIGHNY-26JAN01-T37,2026-01-01,2026-01-01 13:00:00+00:00,1.0,False,0.878788,0.121212,0.878788,0.121212,0.0,9.0,91.0,100.0,yes,9.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,9.0,0.778788,,0.778788,0.788788,1,0.01,-0.09,-0.1,33,baseline_climatology_v1,2,38° or above,greater,37.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN02-T31,2026-01-02,2026-01-02 14:00:00+00:00,0.5,False,0.823529,0.176471,0.823529,0.176471,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.803529,,0.803529,0.813529,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,32° or above,greater,31.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN02-T35,2026-01-02,2026-01-02 13:00:00+00:00,5.0,False,0.911765,0.088235,0.911765,0.088235,0.0,5.0,95.0,100.0,yes,5.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,5.0,0.851765,,0.851765,0.861765,1,0.01,-0.05,-0.06,34,baseline_climatology_v1,2,36° or above,greater,35.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN03-B31.5,2026-01-03,2026-01-03 14:00:00+00:00,7.0,False,0.147059,0.852941,0.147059,0.852941,6.0,7.0,93.0,94.0,yes,7.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.067059,,0.067059,0.077059,1,0.01,-0.07,-0.08,34,baseline_climatology_v1,2,31° to 32°,between,31.0,32.0,between,0-25,False
chicago,KXHIGHCHI-26JAN03-B33.5,2026-01-03,2026-01-03 14:00:00+00:00,1.0,False,0.088235,0.911765,0.088235,0.911765,1.0,2.0,98.0,99.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.058235,,0.058235,0.068235,1,0.01,-0.02,-0.03,34,baseline_climatology_v1,2,33° to 34°,between,33.0,34.0,between,0-25,False
chicago,KXHIGHCHI-26JAN03-T27,2026-01-03,2026-01-03 14:00:00+00:00,12.0,False,0.205882,0.794118,0.205882,0.794118,11.0,14.0,86.0,89.0,yes,14.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,3.0,0.055882,,0.055882,0.065882,1,0.01,-0.14,-0.15,34,baseline_climatology_v1,2,26° or below,less,,27.0,or_below,0-25,False
chicago,KXHIGHCHI-26JAN03-T34,2026-01-03,2026-01-03 14:00:00+00:00,0.5,False,0.529412,0.470588,0.529412,0.470588,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.509412,,0.509412,0.519412,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,35° or above,greater,34.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN03-T36,2026-01-03,2026-01-03 13:00:00+00:00,0.5,False,0.794118,0.205882,0.794118,0.205882,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.774118,,0.774118,0.784118,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,37° or above,greater,36.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN04-T29,2026-01-04,2026-01-04 14:00:00+00:00,2.0,False,0.294118,0.705882,0.294118,0.705882,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.264118,,0.264118,0.274118,1,0.01,-0.02,-0.03,34,baseline_climatology_v1,2,28° or below,less,,29.0,or_below,0-25,False
chicago,KXHIGHCHI-26JAN04-T36,2026-01-04,2026-01-04 14:00:00+00:00,0.5,False,0.382353,0.617647,0.382353,0.617647,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.362353,,0.362353,0.372353,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,37° or above,greater,36.0,,or_above,0-25,False
nyc,KXHIGHNY-26JAN04-T31,2026-01-04,2026-01-04 13:00:00+00:00,0.5,False,0.147059,0.852941,0.147059,0.852941,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.127059,,0.127059,0.137059,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,30° or below,less,,31.0,or_below,0-25,False
nyc,KXHIGHNY-26JAN04-T38,2026-01-04,2026-01-04 13:00:00+00:00,1.0,False,0.617647,0.382353,0.617647,0.382353,0.0,1.0,99.0,100.0,yes,1.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,1.0,0.597647,,0.597647,0.607647,1,0.01,-0.01,-0.02,34,baseline_climatology_v1,2,39° or above,greater,38.0,,or_above,0-25,False
chicago,KXHIGHCHI-26JAN05-T39,2026-01-05,2026-01-05 14:00:00+00:00,2.0,False,0.764706,0.235294,0.764706,0.235294,0.0,2.0,98.0,100.0,yes,2.0,yes_ask,candle_proxy,decision_candle_ohlc_bounds,False,2.0,0.734706,,0.734706,0.744706,1,0.01,-0.02,-0.03,34,baseline_climatology_v1,2,38° or below,less,,39.0,or_below,0-25,False
